gene_name,SRR34947105,SRR34947106,SRR34947115,SRR34947116,SRR34947127,SRR34947128,SRR34947132,SRR34947133
RN7SL219P,0,0,0,0,0,0,0,0
RN7SL391P,0,0,0,0,0,0,0,0
MIR4999,0,0,0,0,0,0,0,0
MIR4252,0,0,0,0,0,0,0,0
ENSG00000265393,0,0,0,0,0,0,0,0
ENSG00000265394,0,0,0,0,0,0,0,1
MIR3944,0,0,0,0,0,0,0,0
MIR3128,0,0,0,0,0,0,0,0
ENSG00000265399,0,0,0,0,1,0,0,0
ENSG00000265400,0,0,0,0,0,0,0,0
ENSG00000265401,0,0,0,0,0,0,0,0
RSL24D1P9,0,0,0,0,0,0,0,0
MIR4324,0,0,0,0,0,0,0,0
ENSG00000265408,0,0,0,0,0,0,0,0
RN7SL656P,0,0,0,0,0,0,0,0
ENSG00000265413,0,0,0,0,0,0,0,0
PRR11-AS1,0,0,0,0,0,0,0,0
ENSG00000265417,0,0,0,0,0,0,0,0
MIR4261,0,0,0,0,0,0,0,0
MIR4779,0,0,0,0,0,0,0,0
ENSG00000265421,0,0,0,0,0,0,0,0
MIR4684,0,0,0,0,0,0,0,0
MIR4652,0,0,0,0,0,0,0,0
ENSG00000265425,0,0,0,0,0,0,0,0
ENSG00000265428,0,0,0,0,0,0,0,0
MIR4782,0,0,0,0,0,0,0,0
MIR4308,0,0,0,0,0,0,0,0
MIR4447,0,0,0,0,0,0,0,0
MIR3121,0,0,0,0,0,0,0,0
ENSG00000265437,0,0,0,0,0,0,0,0
RN7SL811P,0,0,0,0,0,0,0,0
MIR3941,0,0,0,0,0,0,0,0
ENSG00000265443,0,0,0,0,0,0,0,0
MIR4733,0,0,0,0,0,0,0,0
ENSG00000265445,0,0,0,0,0,0,0,0
MIR4502,0,0,0,0,0,0,0,0
CLASP1-AS1,4,2,5,3,8,1,13,5
MIR3682,3,0,0,1,1,0,3,1
ENSG00000265453,0,0,0,0,0,0,0,0
MIR3672,0,0,0,0,0,0,0,0
NARF-AS2,0,2,9,4,3,1,1,5
ENSG00000265460,0,0,0,0,0,0,0,0
MIR3680-1,0,0,0,0,0,0,0,0
MIR4768,0,0,0,0,0,0,0,0
POLR3KP2,0,0,0,0,0,0,0,0
MIR548AQ,0,0,0,0,0,0,0,0
FAM32DP,0,0,0,0,0,0,0,0
ENSG00000265474,0,0,1,0,0,0,1,8
ENSG00000265477,0,0,3,1,0,0,0,0
ENSG00000265478,0,0,0,0,0,0,1,0
DTX2P1-UPK3BP1-PMS2P11,0,0,1,0,0,0,2,0
KRT18P55,0,0,0,0,0,0,0,0
MIR4443,0,0,0,0,0,0,0,0
ENSG00000265484,0,0,0,0,0,0,0,0
LINC01915,0,0,0,0,0,0,1,1
RN7SL518P,0,0,0,0,0,0,0,0
ENSG00000265487,0,0,0,0,0,0,0,0
ARHGAP44-AS1,0,0,0,0,1,0,0,0
ENSG00000265490,0,0,0,0,0,0,0,1
RNF115,25,21,190,133,76,25,144,144
ENSG00000265494,0,0,0,0,0,0,0,0
ENSG00000265496,0,0,0,0,0,0,0,0
MIR3156-2,0,0,0,0,0,0,0,0
MIR1269B,0,0,0,0,0,0,0,0
MIR4435-1,0,0,0,0,0,0,0,0
MIR4436A,0,0,0,0,0,0,0,0
ENSG00000265511,0,0,0,0,0,0,1,1
LINC01892,0,0,0,0,0,0,0,0
ENSG00000265519,0,0,11,7,0,0,1,2
MIR548V,0,0,0,0,0,0,0,0
MIR5697,0,0,0,0,0,0,0,0
MIR4304,0,0,0,0,0,0,0,0
MIR5690,0,0,0,0,0,0,0,0
FCGR1CP,0,0,0,0,0,0,0,0
DSEL-AS1,0,0,0,0,0,0,0,0
RN7SL475P,0,0,0,0,0,0,0,0
MIR3180-1,0,0,0,0,0,0,0,0
MIR4421,0,0,0,0,0,0,0,0
MIR3164,0,0,0,0,0,0,0,0
H3P41,0,0,0,0,0,0,0,0
ENSG00000265542,0,2,0,0,3,0,0,0
AA06,0,0,0,0,0,0,0,0
ELOCP27,0,0,0,0,0,0,1,1
ENSG00000265547,0,0,0,0,0,0,0,0
ENSG00000265552,0,0,0,0,0,0,0,0
ENSG00000265554,0,0,1,1,0,1,4,0
LINC01903,0,0,0,0,0,0,0,0
MIR3918,0,0,0,0,0,0,0,0
RN7SL652P,0,0,0,0,0,0,0,0
MIR1268B,0,0,0,0,0,0,0,0
PIGPP4,0,0,0,0,0,0,0,0
MIR3143,0,0,0,0,0,0,0,0
RN7SL605P,0,0,0,0,1,2,0,0
WDR45BP1,0,0,0,0,0,0,0,0
ENSG00000265579,0,0,0,0,0,0,0,0
MIR3978,0,0,0,0,0,0,0,0
MIR5708,0,0,0,0,0,0,0,0
CFAP298-TCP10L,0,0,0,0,0,0,0,2
NPM1P45,0,0,0,0,0,0,0,0
MIR4756,0,0,0,0,0,0,0,0
MIR3659,0,0,0,0,0,0,0,0
MIR5707,0,0,0,0,0,0,0,0
MIR4471,0,0,0,0,0,0,0,0
MIR4695,0,0,0,0,0,0,0,0
MIR4539,0,0,0,0,0,0,0,0
ENSG00000265614,0,0,0,0,0,0,0,0
MIR548AG2,0,0,0,0,0,0,0,0
ENSG00000265618,0,0,0,0,0,0,0,0
MIR3139,0,0,0,0,0,0,0,0
ENSG00000265625,0,0,0,0,0,0,0,0
ENSG00000265626,0,0,0,0,0,0,0,0
ENSG00000265630,0,0,0,0,0,0,0,0
BNIP3P3,0,0,0,0,0,0,0,0
MIR3612,0,0,0,0,0,0,0,0
ENSG00000265639,0,0,0,0,0,0,0,0
MIR3929,0,0,0,0,0,0,0,0
ENSG00000265643,0,0,0,0,0,0,0,0
ENSG00000265644,0,0,0,0,0,0,0,0
TUFMP1,0,0,1,2,0,2,3,3
RN7SL279P,0,0,0,0,0,0,0,0
MIR548AK,0,0,0,0,0,0,0,0
ENSG00000265656,0,0,0,0,0,0,0,0
MIR3151,0,0,0,0,0,0,0,0
MIR3690,0,0,0,0,0,0,0,0
MIR4664,0,0,0,0,0,0,0,0
ENSG00000265664,0,0,0,0,0,0,0,0
RARA-AS1,0,1,2,0,0,0,5,5
MIR548AJ1,0,0,0,0,0,0,0,0
ENSG00000265670,0,0,0,0,0,0,0,0
MIR4508,0,0,0,0,0,0,0,0
RN7SL708P,0,0,0,0,0,0,0,0
ENSG00000265678,0,0,0,0,1,0,4,2
RPL17,61,60,204,178,104,34,225,206
MIR4267,0,0,0,0,0,0,0,0
SYPL1P2,0,0,0,0,0,0,0,0
RN7SL378P,0,0,0,0,0,0,0,0
MILIP,0,3,11,9,2,0,22,21
ENSG00000265689,0,0,0,0,0,0,0,0
ENSG00000265690,0,0,0,0,0,0,0,0
MIR4460,0,0,0,0,0,0,0,0
LINC01970,0,1,0,0,2,0,2,0
ENSG00000265693,0,0,0,0,0,0,0,0
MIR4774,0,0,0,0,0,0,0,0
ENSG00000265697,0,0,0,0,0,0,0,0
LARP7P3,0,0,0,0,0,0,0,0
MIR548AE2,0,0,0,0,0,0,0,0
MARCHF10-AS1,0,0,0,0,0,0,0,0
SNORD53B,0,0,0,0,0,0,0,0
ENSG00000265712,0,0,0,0,0,0,0,0
ENSG00000265713,0,0,1,0,0,0,0,0
MIR4681,0,0,0,0,0,0,0,0
MIR4284,0,0,0,0,0,2,0,0
MIR3144,0,0,0,0,0,0,0,0
RN7SL648P,0,0,0,0,0,0,0,0
ENSG00000265728,0,0,0,0,0,0,0,0
SNORA74C-1,0,0,0,0,0,0,0,0
MIR4438,0,0,0,0,0,0,0,0
RN7SL5P,0,1,0,0,0,0,12,2
ENSG00000265737,0,0,0,0,0,0,0,0
ENSG00000265739,1,0,0,0,0,0,1,0
RN7SL339P,0,0,0,0,0,0,0,0
LINC02978,0,0,0,0,0,0,0,0
MIR4427,0,0,0,0,0,0,0,0
RN7SL375P,0,0,0,0,0,0,0,0
KYNUP2,0,0,0,0,0,0,0,0
ENSG00000265749,0,0,1,0,0,0,0,1
ENSG00000265750,0,0,0,1,0,0,0,0
GREB1L-AS1,0,0,0,0,0,0,0,0
LINC02958,0,0,0,0,0,0,1,3
RN7SL444P,0,0,0,0,0,0,0,0
LINC01900,0,0,0,0,0,0,0,0
ZNF488,1,3,1,1,5,0,18,14
CXADRP3,0,0,0,0,0,0,0,0
MIR4506,0,0,0,0,0,0,0,0
ENSG00000265775,0,0,0,0,0,0,0,0
MIR3670-3,0,0,0,0,0,0,0,0
RN7SL624P,0,0,0,0,0,0,0,0
ZNF516-AS1,0,0,0,0,2,0,3,2
ENSG00000265781,0,0,0,0,0,0,0,0
ENSG00000265784,0,0,0,0,0,0,0,0
LINC01906,0,0,0,0,0,0,0,0
CYP4F35P,0,0,0,0,0,0,0,0
NOS2P1,0,0,0,0,0,0,0,0
MIR4330,0,0,0,0,0,0,0,0
RNASEH1P1,0,0,1,5,4,0,0,0
ENSG00000265791,0,0,0,0,0,0,0,0
MIR3118-4,0,0,0,0,0,0,0,0
ENSG00000265794,0,0,0,0,0,0,0,0
ENSG00000265798,0,0,0,0,0,0,0,0
PSMD3-AS1,0,0,0,0,0,0,0,1
ENSG00000265800,0,0,0,0,0,0,0,0
ENSG00000265801,0,0,0,0,0,0,0,0
RN7SL49P,0,0,1,0,0,0,0,0
MIR4292,0,0,1,0,0,0,1,3
SEC22B,47,28,164,141,125,38,157,149
MIR3907,0,0,0,0,0,0,0,0
RN7SL300P,0,0,0,0,0,0,0,0
RN7SL376P,0,0,0,0,0,0,0,0
ENSG00000265815,0,0,0,0,0,0,0,0
FSBP,1,0,21,10,8,7,13,8
EEF1E1-BLOC1S5,0,0,0,0,0,0,0,0
MIR3177,0,0,0,0,0,0,0,0
MIR4422,0,0,0,0,0,0,0,0
MIR3939,0,0,0,1,1,0,2,1
MIR548AG1,0,0,0,0,0,0,0,0
MIR3123,0,0,0,0,0,0,0,0
ENSG00000265833,0,0,0,0,0,0,0,0
CCND3P2,0,0,0,0,0,0,0,0
ENSG00000265840,0,0,0,0,0,0,0,0
MIR548X,0,0,0,0,0,0,0,0
LINC01029,0,0,0,0,0,0,0,0
ENSG00000265844,0,0,0,0,0,0,0,0
ENSG00000265845,0,0,1,0,0,0,0,0
MIR4276,0,0,0,0,0,0,0,0
MIR4287,0,0,0,0,0,0,0,0
MIR3689D1,0,0,0,0,0,0,0,0
MIR4797,0,0,0,0,0,0,0,0
ENSG00000265853,0,0,0,0,0,0,0,0
MIR4514,0,0,1,0,0,0,0,0
MIR5704,0,0,0,0,0,0,0,0
MIR4495,0,0,0,0,0,0,0,0
GPR160P2,0,0,0,0,0,0,0,0
MIR4516,0,0,0,0,0,0,0,0
MIR3174,0,0,0,0,0,0,0,0
MIR3689A,0,0,0,0,0,0,0,0
MIR4289,0,0,0,0,0,0,0,0
MIR4489,0,0,0,0,0,0,0,0
MIR3914-1,0,0,0,0,0,0,0,0
MIR4748,0,0,0,0,0,0,0,0
PDLIM1P2,0,0,0,0,0,0,0,0
RN7SL73P,0,0,0,0,0,0,0,0
ENSG00000265883,0,0,0,0,0,0,0,0
RN7SL783P,0,0,0,0,0,0,0,0
DSCAS,0,0,0,0,1,0,0,0
Y_RNA,0,0,0,0,0,0,0,0
RN7SL311P,0,0,0,0,0,0,0,0
RN7SL357P,0,0,0,0,0,0,0,0
ENSG00000265897,0,0,0,0,0,0,0,0
MIR4696,0,0,0,0,0,0,0,0
RN7SL96P,0,0,0,0,0,0,0,0
LPIN2-AS1,0,0,0,0,0,0,0,0
ENSG00000265908,0,0,0,0,1,0,0,0
ENSG00000265912,0,0,0,0,0,0,0,0
ENSG00000265916,0,0,0,0,0,0,0,0
MIR3685,0,0,0,0,1,0,1,2
RN7SL543P,0,0,0,0,0,0,0,0
MIR4280,0,0,0,0,0,0,0,0
MIR5692C1,0,0,0,0,0,0,0,0
ENSG00000265927,0,0,0,0,0,0,0,0
MIR5195,0,0,0,0,0,0,0,0
MIR3146,0,0,0,0,0,0,0,0
LINC00668,0,0,0,0,0,0,0,0
ARL2BPP1,0,0,0,0,0,0,0,0
ENSG00000265935,0,0,0,0,0,0,0,0
ENSG00000265936,0,0,0,0,0,0,0,0
UBE2CP2,0,0,0,0,0,0,0,0
RN7SL577P,0,0,0,0,0,0,0,0
LINC01387,0,0,70,63,3,1,17,18
ENSG00000265946,0,0,0,0,0,0,0,0
ENSG00000265948,0,0,0,0,0,0,0,0
MIR4749,0,0,0,0,0,0,0,0
MIR4445,0,0,0,0,0,0,0,0
MIR4319,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0
GACAT2,3,4,1,0,6,0,4,2
MIR4266,0,0,0,0,0,0,0,0
ENSG00000265967,0,0,0,0,1,0,2,0
ENSG00000265971,0,0,0,0,0,0,0,0
TXNIP,58,35,111,96,303,139,714,603
ENSG00000265973,0,0,0,0,0,0,0,0
MIR4725,0,0,0,0,0,0,0,0
ENSG00000265980,0,0,0,0,0,0,0,0
MIR544B,0,0,0,0,0,0,0,0
ENSG00000265982,0,0,0,0,0,0,0,0
GREB1L-DT,2,0,0,1,7,6,14,17
MIR4735,0,0,0,0,0,0,0,0
ENSG00000265987,0,0,0,0,0,0,0,0
MIR4519,0,0,0,0,0,0,0,0
ESRG,0,0,0,0,0,0,0,0
MIR5694,0,0,0,0,0,0,0,0
ENSG00000265994,0,0,0,0,0,0,0,0
ENSG00000265995,0,0,0,0,0,0,0,0
MIR3671,0,0,0,0,0,0,0,0
ENSG00000266003,0,0,0,0,0,0,0,0
MIR4488,0,0,0,0,0,0,0,0
ENSG00000266009,0,0,0,0,0,0,0,0
GATA6-AS1,0,0,13,10,0,0,0,0
MIR4764,0,0,0,0,0,0,0,0
LINC02079,0,0,12,5,1,0,1,0
ENSG00000266014,0,0,0,0,0,0,0,0
MIR4309,0,0,0,0,0,0,0,0
MIR548Z,0,0,0,0,0,0,0,0
MIR4477B,0,0,0,0,0,0,0,0
MIR3609,0,0,0,1,0,0,0,0
SRGAP2,20,10,101,95,81,36,135,89
SLC9A3R1-AS1,0,0,0,0,0,0,0,0
MIR4659A,0,0,0,0,0,0,0,0
MIR4509-2,0,0,0,0,0,0,0,0
MIR4690,0,0,0,0,0,0,0,0
ENSG00000266042,0,0,0,0,0,0,0,0
MIR3649,0,0,0,0,0,0,0,0
ENSG00000266048,0,0,0,0,0,0,0,0
ENSG00000266049,0,0,0,0,0,0,0,0
ENSG00000266050,0,0,0,0,0,0,0,0
MIR4500,0,0,0,0,0,0,0,0
NDUFV2-AS1,1,2,4,0,1,1,14,5
RN7SL140P,0,0,0,0,0,0,0,0
MIR4771-2,0,0,0,0,0,0,0,0
ENSG00000266065,0,0,0,0,0,0,0,0
POLRMTP1,3,0,1,2,5,0,4,6
MIR3617,0,0,0,0,0,0,0,0
MIR5693,0,0,0,0,0,0,0,0
BAHCC1,7,3,22,30,18,13,27,43
RN7SL574P,0,0,0,0,0,0,0,1
ENSG00000266076,0,0,0,0,0,0,0,0
MIR4432,0,0,0,0,0,0,0,0
SNORA59B,0,0,0,0,0,0,0,0
ENSG00000266086,0,0,0,0,0,0,0,0
ENSG00000266088,0,0,0,0,0,0,0,0
RASSF5,0,0,0,2,2,0,1,5
MIR5192,0,0,0,0,0,0,0,0
MIR5700,0,0,0,0,0,0,0,0
ENSG00000266100,0,0,0,0,0,0,0,0
ENSG00000266101,0,0,0,0,0,0,0,0
ENSG00000266102,0,0,0,0,0,0,0,0
MIR4326,0,0,0,0,0,0,0,0
ENSG00000266105,0,0,0,0,0,0,0,0
ENSG00000266106,0,0,0,0,0,0,0,0
MIR4525,0,0,0,0,0,0,0,0
MIR4440,0,0,0,0,0,0,0,0
MIR4423,0,0,1,0,0,0,0,0
ENSG00000266111,0,0,0,0,0,0,0,0
ENSG00000266114,0,0,0,0,0,0,0,0
FBXO36P1,0,0,0,0,0,0,0,0
ENSG00000266120,0,0,0,0,1,0,0,0
MIR5587,0,0,0,0,0,0,0,0
ENSG00000266126,0,0,0,0,0,0,0,0
ZNF415P1,0,0,0,0,0,0,0,0
RN7SL366P,0,0,0,0,0,0,0,0
SRP68P1,0,0,0,0,0,0,0,0
MIR4759,0,0,0,0,0,0,0,0
MIR4435-2,0,0,0,0,0,0,0,0
MIR4533,0,0,0,0,0,0,0,0
MIR4654,0,0,0,0,0,0,0,0
RHOT1P1,1,0,0,0,2,0,3,0
MIR5190,0,0,0,0,0,0,0,0
MIR5583-1,0,0,0,0,0,0,0,0
ENSG00000266149,0,0,0,0,0,0,0,0
MIR4711,0,0,0,0,0,0,0,0
MIR3646,0,0,0,0,0,0,0,0
ENSG00000266153,0,0,0,0,0,0,0,0
ENSG00000266155,0,0,0,0,0,0,0,0
RN7SL785P,0,0,0,0,0,0,0,0
RN7SL612P,0,0,0,0,0,0,0,0
YWHAEP2,0,0,0,0,0,0,0,0
RN7SL557P,0,0,0,0,0,0,0,0
MIR3147,0,0,0,0,0,0,0,0
ENSG00000266171,0,0,1,3,0,0,0,0
STRADA,0,0,3,0,0,0,2,2
MIR4666A,0,0,0,0,0,0,0,0
ENSG00000266179,0,0,0,0,0,0,0,0
MIR4282,0,0,0,0,0,0,0,0
EIF4A3P1,0,0,0,0,0,0,0,0
ENSG00000266184,2,6,5,4,13,0,15,25
RN7SL804P,0,0,0,0,0,0,0,0
RN7SL480P,0,0,0,0,0,0,0,0
ENSG00000266188,0,0,0,0,0,0,0,0
MIR3186,0,0,0,0,0,0,0,0
ENSG00000266190,0,0,0,0,0,0,0,0
MIR1260B,0,0,0,0,0,0,0,0
MIR4661,0,0,0,0,0,0,0,0
RN7SL163P,0,0,0,0,0,0,0,0
ENSG00000266196,0,0,0,0,0,0,0,0
PNLIPRP2,0,1,0,0,0,0,0,0
SS18L2P2,0,0,0,0,0,0,0,0
ENSG00000266202,0,0,0,0,0,0,0,0
MIR5585,0,0,0,0,0,0,0,0
MIR5589,0,0,0,0,0,0,0,0
MIR3926-1,0,0,0,0,0,0,0,0
GJD3-AS1,0,0,0,0,0,0,0,0
RN7SL371P,0,0,0,0,0,0,0,0
MIR3156-3,0,0,0,0,0,0,0,0
ENSG00000266213,0,0,0,0,0,0,0,0
MIR3167,0,0,0,0,0,0,0,0
CTSLP2,0,0,0,0,0,0,0,0
ENSG00000266222,0,0,0,0,0,0,0,0
MIR4323,0,0,0,0,0,0,0,0
NPM1P2,0,0,0,0,0,0,0,0
MIR3611,0,0,0,0,0,0,0,0
MIR3178,0,0,0,0,0,0,0,0
MIR3176,0,0,0,0,0,0,0,0
NARF-IT1,0,0,1,0,0,0,0,0
ENSG00000266237,0,0,0,0,0,0,0,0
MIR5091,0,0,0,0,0,0,2,1
GRAMD4P7,0,0,0,0,0,0,0,0
MIR4279,0,0,0,0,0,0,0,0
MIR4644,0,0,0,0,0,0,0,0
COX6CP3,0,0,0,0,0,0,0,0
MIR4475,0,0,0,0,0,0,0,0
LINC00908,0,0,5,8,2,0,1,2
LINC01909,0,0,0,0,0,0,0,0
ENSG00000266261,0,0,0,0,0,0,0,0
MIR4428,0,0,0,0,0,0,0,0
KLF14,2,0,2,3,0,0,0,0
ENSG00000266268,0,0,0,0,1,0,0,0
ENSG00000266270,0,0,0,0,0,0,0,0
ENSG00000266273,0,0,0,0,0,0,0,0
RN7SL138P,0,0,0,0,0,0,0,0
MIR4743,0,0,0,0,0,0,0,0
LINC01910,0,0,0,0,0,0,0,0
ENSG00000266279,0,0,0,0,0,0,0,0
UBL5P2,9,6,10,12,6,3,9,16
ENSG00000266283,0,0,0,0,0,0,0,0
MIR3683,0,0,0,0,0,0,0,0
LINC02974,0,0,0,0,0,0,0,0
LINC02933,0,0,0,0,0,0,0,0
DYNLL2-DT,0,0,0,0,0,0,0,0
MIR3180-3,0,0,0,0,0,0,0,0
ARIH2P1,0,0,0,0,0,0,0,0
MIR744,0,0,0,0,0,0,0,0
MIR3118-1,0,0,0,0,0,0,0,0
ENSG00000266302,0,0,0,0,0,0,0,0
LIVAR,0,0,0,0,0,0,0,0
MIR4518,0,0,0,0,0,0,0,0
ENSG00000266306,0,0,0,0,2,0,0,0
MIR5093,0,0,0,0,0,0,0,0
RN7SL510P,0,0,0,0,0,0,0,0
ENSG00000266311,0,0,0,0,0,0,0,0
LINC01927,0,0,0,0,0,0,0,0
LINC03146,1,1,3,2,2,0,1,2
MIR4668,0,0,0,0,0,0,0,0
RN7SL703P,0,0,0,0,0,0,0,0
MIR5692A1,0,0,0,0,0,0,0,0
MIR3909,0,0,0,0,0,0,0,0
MIR4293,0,0,0,0,0,0,0,0
MIR4663,0,0,0,0,0,0,0,0
MIR3665,0,0,0,0,0,0,0,0
MIR4503,0,0,0,0,0,0,0,0
MIR4536-2,0,0,0,0,0,0,0,0
MIR4281,0,0,0,0,0,0,0,0
ENSG00000266335,0,0,0,0,0,0,0,0
NBPF15,10,2,34,31,73,21,76,76
ENSG00000266340,0,0,0,0,0,0,0,0
ENSG00000266341,0,0,0,0,0,0,0,0
MIR4776-1,0,0,0,0,0,0,0,0
ENSG00000266356,0,0,0,0,0,0,0,0
LINC02074,0,0,0,0,0,1,0,3
ENSG00000266364,0,0,0,0,0,0,0,0
ENSG00000266365,0,0,0,0,0,0,0,0
ENSG00000266368,0,0,0,0,0,0,0,3
ENSG00000266369,0,0,0,0,0,0,0,0
MIR3657,0,0,0,0,0,0,0,0
ENSG00000266371,0,0,0,0,1,0,0,0
ENSG00000266373,0,0,0,0,0,0,2,0
ENSG00000266378,0,0,0,1,2,0,0,0
ENSG00000266379,0,0,0,0,0,0,0,0
MIR5002,0,0,0,0,0,0,0,0
ENSG00000266385,0,0,0,0,0,0,0,0
PIK3R5-DT,0,0,0,0,0,0,0,0
MIR4740,0,0,0,0,0,0,0,0
MIR4273,0,0,0,0,0,0,0,0
LPIN2-AS2,0,0,0,0,0,0,0,0
DLGAP1-AS6,0,1,0,0,0,0,0,0
SNHG25,0,1,0,0,1,0,6,1
CBX3P2,0,0,0,0,0,0,0,0
MIR3157,0,0,0,0,0,0,0,0
NCOA4,110,76,514,403,329,96,470,450
MIR4636,0,0,0,0,0,0,0,0
ENSG00000266416,0,0,0,0,0,0,0,0
MIR4424,0,0,0,0,0,0,0,0
RN7SL118P,0,0,0,0,0,0,0,0
MIR4451,0,0,0,0,0,0,0,0
MIR3163,0,0,0,0,0,0,0,0
MIR4719,0,0,0,0,0,0,0,0
MIR5580,0,0,0,0,0,0,0,0
TBC1D3P5,0,0,0,0,0,0,0,0
MIR4264,0,0,0,0,0,0,0,0
MIR4746,0,0,0,0,0,0,0,0
RN7SL493P,0,0,0,0,0,0,0,0
ARHGAP28-AS1,0,0,0,4,1,0,5,2
NARF-AS1,0,0,0,0,0,0,0,0
ENSG00000266446,0,0,0,0,0,0,0,0
ENSG00000266448,0,0,0,0,0,0,0,0
MIR3713,0,0,0,0,0,0,0,0
MIR3179-3,0,0,0,0,0,0,0,0
ENSG00000266456,0,0,0,0,2,1,0,1
MIR4259,0,0,0,0,0,0,0,0
ENSG00000266460,0,0,0,0,0,0,0,0
MIR2392,0,0,0,0,0,0,0,0
MIR3196,0,0,0,0,0,0,0,0
ENSG00000266466,0,0,0,0,0,0,0,0
RN7SL220P,0,0,0,0,0,0,0,0
ENSG00000266469,0,0,0,0,0,0,0,0
ENSG00000266470,0,0,0,0,0,0,0,0
MRPS21,621,448,999,1192,1017,309,1544,1815
HELZ-AS1,0,2,9,15,5,0,8,6
RN7SL616P,0,0,0,0,0,0,0,0
MIR5197,0,0,0,0,0,0,0,0
ENSG00000266479,0,0,0,0,0,0,0,0
ENSG00000266489,0,0,0,0,0,0,0,0
MIR4641,0,0,0,0,0,0,0,0
ENSG00000266495,0,0,0,0,0,0,0,0
RDM1P2,0,0,0,0,0,0,0,0
ENSG00000266498,0,0,0,0,0,0,0,0
ATG12P1,8,5,21,15,31,3,41,39
MIR5681A,0,0,0,0,0,0,0,0
RN7SL162P,0,0,0,0,0,0,0,0
RDM1P1,0,0,0,0,0,0,0,0
ENSG00000266505,0,0,0,0,0,0,0,0
MIR4479,0,0,0,0,0,0,0,0
MIR3201,0,0,0,0,0,0,0,0
MIR3934,0,0,0,0,0,0,1,2
ENSG00000266513,0,0,0,0,0,0,1,0
MIR3689F,0,0,0,0,0,0,0,0
MIR4452,0,0,0,0,0,0,0,0
MIR4715,0,0,0,0,0,0,0,0
MIR4268,0,0,0,0,0,0,0,0
RAC1P1,0,0,0,0,0,0,0,0
ENSG00000266521,0,0,0,0,0,0,0,0
ENSG00000266522,0,0,0,0,0,0,0,0
GDF10,31,18,5,8,43,17,8,8
MIR4650-1,0,0,0,0,0,0,0,0
LYRM9-AS1,0,0,0,0,0,0,0,0
MTCYBP13,0,0,0,0,0,0,0,0
MIR4318,0,0,0,0,0,0,0,0
MIR4706,0,0,0,0,0,0,0,0
MIR3619,0,0,0,0,0,0,0,0
ENSG00000266535,0,0,0,0,0,0,0,0
SPDYE22P,0,0,0,0,0,0,0,0
ENSG00000266538,0,0,0,0,0,0,0,0
ENSG00000266541,0,0,0,0,0,0,2,0
MIR5701-1,0,0,0,0,0,0,0,0
ATP6V1E1P2,0,0,0,0,0,0,0,0
RN7SL356P,0,0,0,0,0,0,0,0
LINC01443,0,0,0,0,0,0,0,0
MIR3145,0,0,0,0,0,0,0,0
MIR4530,0,0,0,0,0,0,0,0
ENSG00000266560,0,0,0,0,0,0,0,0
ENSG00000266561,0,0,0,0,0,0,0,0
EIF1P5,0,0,0,0,0,0,0,0
MIR4418,0,0,0,0,0,0,0,0
RN7SL377P,0,0,0,0,0,0,0,0
MIR5579,0,0,0,0,0,0,0,0
ENSG00000266573,0,0,1,0,2,0,0,0
BOLA2P1,0,0,0,0,0,0,0,0
ENSG00000266578,0,0,0,0,0,0,0,0
ENSG00000266579,0,0,1,0,0,0,0,0
MIR4254,0,0,0,0,0,0,0,0
MIR3166,0,0,0,0,0,0,0,0
MIR4527,0,0,0,0,0,0,0,0
MIR4478,0,0,0,0,0,0,0,0
ENSG00000266586,0,0,0,0,0,0,0,0
MIR4512,0,0,0,0,0,0,0,2
MIR4713,0,0,0,0,0,0,0,0
MIR4766,0,0,0,0,0,0,0,0
ENSG00000266598,3,0,0,0,0,0,0,0
ENSG00000266599,0,0,1,1,0,0,0,0
ENSG00000266602,0,0,0,0,0,0,0,0
LINC01887,0,0,0,0,0,0,0,0
LONRF2P1,0,0,0,0,0,0,0,0
RN7SL176P,0,0,0,0,0,0,0,0
MIR4703,0,0,0,0,0,0,0,0
COP1P1,0,0,0,0,0,0,0,0
MIR3692,0,0,0,0,0,0,0,0
MIR4742,0,0,0,0,0,0,0,0
MIR4642,0,0,0,0,0,0,0,0
RN7SL202P,0,0,0,0,0,0,0,0
MIR3972,0,0,0,0,0,0,0,0
MIR4754,0,0,0,0,0,0,0,0
ENSG00000266642,0,0,0,0,0,0,0,0
MIR3677,0,0,0,0,0,0,0,0
ENSG00000266644,0,0,0,0,0,0,0,0
MIR4299,0,0,0,0,0,0,0,0
ENSG00000266647,0,0,0,0,0,0,0,0
SETP3,0,0,1,0,0,0,0,0
MIR3126,0,0,0,0,0,0,0,0
ENSG00000266651,0,0,1,0,0,0,8,3
ENSG00000266654,0,0,0,0,1,0,0,0
MIR3908,0,0,0,0,0,0,0,0
MIR3169,0,0,0,0,0,0,0,0
ENSG00000266664,0,0,0,0,0,0,0,0
MIR4739,0,0,0,0,0,0,0,0
MIR4325,0,0,0,0,0,0,0,0
ENSG00000266667,0,0,0,0,0,0,0,0
MIR5692C2,0,0,0,0,0,0,0,0
ENSG00000266673,0,0,0,0,0,0,0,0
MIR4297,0,0,0,0,0,0,4,1
ENSG00000266677,0,0,0,0,0,0,0,0
ENSG00000266680,0,0,0,0,0,0,0,0
MIR4274,0,0,0,0,0,0,0,0
ENSG00000266691,0,0,0,0,0,0,0,0
